date,adm2_id,ADM2_PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
#date,#adm2+id,#adm2+code,#indicator+n_pixels+num,#indicator+rfh+num,#indicator+rfh_avg+num,#indicator+r1h+num,#indicator+r1h_avg+num,#indicator+r3h+num,#indicator+r3h_avg+num,#indicator+rfq+pct,#indicator+r1q+pct,#indicator+r3q+pct,#status
2020-01-01,14508,CR406,1.0,30.0,34.6333,125.0,136.4,524.0,664.6,88.3095,92.2131,79.158,final
2020-01-11,14508,CR406,1.0,14.0,26.1,77.0,104.4667,452.0,568.5,61.0932,76.0047,79.8617,final
2020-01-21,14508,CR406,1.0,43.0,24.1667,87.0,84.9,395.0,490.1667,164.5714,102.2129,80.973,final
2020-02-01,14508,CR406,1.0,10.0,17.7,67.0,67.9667,316.0,408.6,66.0793,98.7602,77.8786,final
2020-02-11,14508,CR406,1.0,6.0,15.2,59.0,57.0667,283.0,357.7,54.4554,102.8827,79.6845,final
2020-02-21,14508,CR406,1.0,5.0,10.1667,21.0,43.0667,222.0,301.9333,65.9341,58.4171,74.3749,final
2020-03-01,14508,CR406,1.0,2.0,7.4667,13.0,32.8333,205.0,237.2,56.1497,53.6965,86.9741,final
2020-03-11,14508,CR406,1.0,2.0,6.8,9.0,24.4333,145.0,185.9667,59.322,55.1791,79.0951,final
2020-03-21,14508,CR406,1.0,4.0,10.2667,8.0,24.5333,116.0,152.5,58.952,52.1236,77.5385,final
2020-04-01,14508,CR406,1.0,10.0,13.4,16.0,30.4667,96.0,131.2667,81.5217,64.2504,75.0354,final
2020-04-11,14508,CR406,1.0,9.0,20.8333,23.0,44.5,91.0,126.0,54.1935,60.5505,74.2647,final
2020-04-21,14508,CR406,1.0,41.0,45.7333,60.0,79.9667,89.0,147.5667,90.6702,77.8066,62.8305,final
2020-05-01,14508,CR406,1.0,81.0,60.7333,131.0,127.3,160.0,190.6,130.8316,102.6948,84.7458,final
2020-05-11,14508,CR406,1.0,63.0,86.6,185.0,193.0667,217.0,262.0,74.2358,96.0276,83.4559,final
2020-05-21,14508,CR406,1.0,193.0,113.4,337.0,260.7333,405.0,365.2333,167.2297,128.1704,110.5979,final
2020-06-01,14508,CR406,1.0,90.0,104.7667,346.0,304.7667,493.0,462.5333,86.5472,113.0997,106.4475,final
2020-06-11,14508,CR406,1.0,78.0,101.9333,361.0,320.1,569.0,557.6667,77.6185,112.3902,101.9965,final
2020-06-21,14508,CR406,1.0,106.0,87.7333,274.0,294.4333,671.0,635.1333,119.6981,93.2881,105.5596,final
2020-07-01,14508,CR406,1.0,51.0,80.2667,235.0,269.9333,712.0,702.0,65.6763,87.5208,101.4045,final
2020-07-11,14508,CR406,1.0,32.0,85.5333,189.0,253.5333,735.0,766.7,40.8689,75.5123,95.9186,final
2020-07-21,14508,CR406,1.0,78.0,85.0,161.0,250.8,772.0,805.9667,92.2222,65.5675,95.8372,final
2020-08-01,14508,CR406,1.0,30.0,77.9667,140.0,248.5,721.0,823.2,42.1856,58.0271,87.734,final
2020-08-11,14508,CR406,1.0,62.0,86.1,170.0,249.0667,720.0,822.7,73.5456,69.4802,87.6666,final
2020-08-21,14508,CR406,1.0,89.0,106.2,181.0,270.2667,616.0,815.5,84.5324,68.1494,75.8328,final
2020-09-01,14508,CR406,1.0,107.0,106.0667,258.0,298.3667,633.0,816.8,100.8403,86.9095,77.7697,final
2020-09-11,14508,CR406,1.0,101.0,121.9333,297.0,334.2,656.0,836.8,83.5084,89.1923,78.649,final
2020-09-21,14508,CR406,1.0,155.0,118.3333,363.0,346.3333,705.0,867.4,129.7297,104.6773,81.4908,final
2020-10-01,14508,CR406,1.0,115.0,123.7333,371.0,364.0,769.0,910.8667,93.216,101.8717,84.5942,final
2020-10-11,14508,CR406,1.0,116.0,122.2,386.0,364.2667,853.0,947.5333,95.1258,105.8069,90.1274,final
2020-10-21,14508,CR406,1.0,153.0,102.5,384.0,348.4333,928.0,965.0333,146.9767,109.9228,96.2018,final
2020-11-01,14508,CR406,1.0,211.0,99.2667,480.0,323.9667,1109.0,986.3333,207.1611,146.7212,112.3118,final
2020-11-11,14508,CR406,1.0,107.0,66.1,471.0,267.8667,1154.0,966.3333,157.5246,173.1046,119.2216,final
2020-11-21,14508,CR406,1.0,29.0,65.9333,347.0,231.3,1094.0,926.0667,47.9323,147.9486,117.9403,final
2020-12-01,14508,CR406,1.0,63.0,72.2,199.0,204.2333,1050.0,892.2,88.0829,97.5572,117.4906,final
2020-12-11,14508,CR406,1.0,17.0,58.0333,109.0,196.1667,966.0,828.3,34.9022,57.7203,116.4261,final
2020-12-21,14508,CR406,1.0,42.0,43.7333,122.0,173.9667,853.0,753.7,96.4432,71.7521,113.0025,final
2021-01-01,14508,CR406,1.0,14.0,34.6333,73.0,136.4,752.0,664.6,47.9394,56.694,112.9558,final
2021-01-11,14508,CR406,1.0,30.0,26.1,86.0,104.4667,666.0,568.5,112.5402,83.8672,116.8539,final
2021-01-21,14508,CR406,1.0,23.0,24.1667,67.0,84.9,536.0,490.1667,96.0,81.138,109.1636,final
2021-02-01,14508,CR406,1.0,11.0,17.7,64.0,67.9667,336.0,408.6,70.4846,94.9124,82.6565,final
2021-02-11,14508,CR406,1.0,12.0,15.2,46.0,57.0667,241.0,357.7,84.1584,83.499,68.2622,final
2021-02-21,14508,CR406,1.0,7.0,10.1667,30.0,43.0667,219.0,301.9333,79.1209,75.3769,73.4131,final
2021-03-01,14508,CR406,1.0,8.0,7.4667,27.0,32.8333,164.0,237.2,104.2781,86.3813,70.3883,final
2021-03-11,14508,CR406,1.0,15.0,6.8,30.0,24.4333,162.0,185.9667,169.4915,116.1665,87.77,final
2021-03-21,14508,CR406,1.0,14.0,10.2667,37.0,24.5333,134.0,152.5,124.4541,136.1004,88.6154,final
2021-04-01,14508,CR406,1.0,49.0,13.4,78.0,30.4667,169.0,131.2667,293.4783,217.4629,126.7107,final
2021-04-11,14508,CR406,1.0,149.0,20.8333,212.0,44.5,288.0,126.0,596.129,407.3394,219.1176,final
2021-04-21,14508,CR406,1.0,12.0,45.7333,210.0,79.9667,277.0,147.5667,33.5085,244.535,182.1451,final
2021-05-01,14508,CR406,1.0,107.0,60.7333,268.0,127.3,373.0,190.6,170.3854,202.4763,190.9272,final
2021-05-11,14508,CR406,1.0,50.0,86.6,169.0,193.0667,411.0,262.0,60.0437,88.1484,154.7794,final
2021-05-21,14508,CR406,1.0,106.0,113.4,263.0,260.7333,510.0,365.2333,93.75,100.8372,138.5804,final
2021-06-01,14508,CR406,1.0,45.0,104.7667,201.0,304.7667,547.0,462.5333,45.5512,67.0338,117.8753,final
2021-06-11,14508,CR406,1.0,74.0,101.9333,225.0,320.1,606.0,557.6667,73.8778,71.1905,108.5144,final
2021-06-21,14508,CR406,1.0,83.0,87.7333,202.0,294.4333,675.0,635.1333,94.8958,69.6376,106.1796,final
2021-07-01,14508,CR406,1.0,82.0,80.2667,239.0,269.9333,708.0,702.0,102.0328,88.9497,100.8427,final
2021-07-11,14508,CR406,1.0,102.0,85.5333,267.0,253.5333,661.0,766.7,118.1885,105.11,86.3911,final
2021-07-21,14508,CR406,1.0,136.0,85.0,320.0,250.8,785.0,805.9667,156.6667,126.5337,97.4305,final
2021-08-01,14508,CR406,1.0,82.0,77.9667,320.0,248.5,760.0,823.2,104.8614,127.6596,92.4148,final
2021-08-11,14508,CR406,1.0,93.0,86.1,311.0,249.0667,803.0,822.7,107.5741,123.9063,97.6342,final
2021-08-21,14508,CR406,1.0,156.0,106.2,331.0,270.2667,853.0,815.5,144.7842,121.6698,104.5427,final
2021-09-01,14508,CR406,1.0,139.0,106.0667,388.0,298.3667,947.0,816.8,129.6519,129.0671,115.7475,final
2021-09-11,14508,CR406,1.0,97.0,121.9333,392.0,334.2,970.0,836.8,80.3571,116.7926,115.7298,final
2021-09-21,14508,CR406,1.0,111.0,118.3333,347.0,346.3333,998.0,867.4,94.0541,100.1871,114.8849,final
2021-10-01,14508,CR406,1.0,66.0,123.7333,274.0,364.0,982.0,910.8667,55.1528,75.9358,107.7246,final
2021-10-11,14508,CR406,1.0,105.0,122.2,282.0,364.2667,985.0,947.5333,86.478,78.0192,103.9128,final
2021-10-21,14508,CR406,1.0,123.0,102.5,294.0,348.4333,972.0,965.0333,119.0698,84.8135,100.7145,final
2021-11-01,14508,CR406,1.0,86.0,99.2667,314.0,323.9667,976.0,986.3333,87.2762,97.0157,98.9629,final
2021-11-11,14508,CR406,1.0,38.0,66.1,247.0,267.8667,921.0,966.3333,60.4782,92.4904,95.3568,final
2021-11-21,14508,CR406,1.0,84.0,65.9333,208.0,231.3,849.0,926.0667,125.4699,90.344,91.767,final
2021-12-01,14508,CR406,1.0,25.0,72.2,147.0,204.2333,735.0,892.2,38.8601,73.2846,82.5759,final
2021-12-11,14508,CR406,1.0,84.0,58.0333,193.0,196.1667,722.0,828.3,141.1951,98.464,87.3196,final
2021-12-21,14508,CR406,1.0,19.0,43.7333,128.0,173.9667,630.0,753.7,49.2476,75.0136,83.8025,final
2022-01-01,14508,CR406,1.0,10.0,34.6333,113.0,136.4,574.0,664.6,37.8469,84.0164,86.5698,final
2022-01-11,14508,CR406,1.0,10.0,26.1,39.0,104.4667,479.0,568.5,48.2315,42.8072,84.529,final
2022-01-21,14508,CR406,1.0,11.0,24.1667,31.0,84.9,367.0,490.1667,54.8571,43.2034,75.3749,final
2022-02-01,14508,CR406,1.0,10.0,17.7,31.0,67.9667,291.0,408.6,66.0793,52.5866,71.9064,final
2022-02-11,14508,CR406,1.0,9.0,15.2,30.0,57.0667,262.0,357.7,69.3069,59.6421,73.9733,final
2022-02-21,14508,CR406,1.0,6.0,10.1667,25.0,43.0667,184.0,301.9333,72.5275,65.9548,62.1928,final
2022-03-01,14508,CR406,1.0,8.0,7.4667,23.0,32.8333,167.0,237.2,104.2781,77.0428,71.6019,final
2022-03-11,14508,CR406,1.0,7.0,6.8,21.0,24.4333,90.0,185.9667,101.6949,90.029,51.0291,final
2022-03-21,14508,CR406,1.0,16.0,10.2667,31.0,24.5333,87.0,152.5,137.5546,118.7259,59.6923,final
2022-04-01,14508,CR406,1.0,39.0,13.4,62.0,30.4667,116.0,131.2667,239.1304,177.9242,89.193,final
2022-04-11,14508,CR406,1.0,10.0,20.8333,65.0,44.5,116.0,126.0,58.0645,137.6147,92.6471,final
2022-04-21,14508,CR406,1.0,160.0,45.7333,209.0,79.9667,265.0,147.5667,325.23,243.4235,174.5293,final
2022-05-01,14508,CR406,1.0,96.0,60.7333,266.0,127.3,351.0,190.6,153.6511,201.0197,179.9601,final
2022-05-11,14508,CR406,1.0,147.0,86.6,403.0,193.0667,489.0,262.0,165.9389,203.3815,183.4559,final
2022-05-21,14508,CR406,1.0,100.0,113.4,343.0,260.7333,583.0,365.2333,88.6824,130.3866,158.035,final
2022-06-01,14508,CR406,1.0,117.0,104.7667,364.0,304.7667,692.0,462.5333,111.1449,118.8182,148.5609,final
2022-06-11,14508,CR406,1.0,189.0,101.9333,406.0,320.1,874.0,557.6667,181.4214,126.0224,155.7252,final
2022-06-21,14508,CR406,1.0,122.0,87.7333,428.0,294.4333,980.0,635.1333,136.9518,143.8739,153.4566,final
2022-07-01,14508,CR406,1.0,99.0,80.2667,410.0,269.9333,1040.0,702.0,121.9703,150.0357,147.4719,final
2022-07-11,14508,CR406,1.0,91.0,85.5333,312.0,253.5333,1121.0,766.7,106.0383,122.1857,145.6161,final
2022-07-21,14508,CR406,1.0,48.0,85.0,238.0,250.8,1009.0,805.9667,58.8889,95.092,124.8826,final
2022-08-01,14508,CR406,1.0,97.0,77.9667,236.0,248.5,1010.0,823.2,122.9409,95.1644,122.4196,final
2022-08-11,14508,CR406,1.0,102.0,86.1,247.0,249.0667,965.0,822.7,117.4533,99.2023,117.089,final
2022-08-21,14508,CR406,1.0,47.0,106.2,246.0,270.2667,912.0,815.5,46.7626,91.3416,111.6899,final
2022-09-01,14508,CR406,1.0,209.0,106.0667,358.0,298.3667,1004.0,816.8,192.6771,119.3384,122.6415,final
2022-09-11,14508,CR406,1.0,171.0,121.9333,427.0,334.2,986.0,836.8,138.6555,126.9611,117.6193,final
2022-09-21,14508,CR406,1.0,80.0,118.3333,460.0,346.3333,944.0,867.4,68.9189,131.899,108.7303,final
2022-10-01,14508,CR406,1.0,210.0,123.7333,461.0,364.0,1055.0,910.8667,167.0119,125.9358,115.6519,final
2022-10-11,14508,CR406,1.0,111.0,122.2,401.0,364.2667,1075.0,947.5333,91.195,109.8147,113.312,final
2022-10-21,14508,CR406,1.0,47.0,102.5,368.0,348.4333,1074.0,965.0333,48.3721,105.4589,111.1757,final
2022-11-01,14508,CR406,1.0,104.0,99.2667,262.0,323.9667,1081.0,986.3333,104.5396,81.4453,109.5015,final
2022-11-11,14508,CR406,1.0,45.0,66.1,196.0,267.8667,1024.0,966.3333,70.3235,74.1363,105.9065,final
2022-11-21,14508,CR406,1.0,108.0,65.9333,257.0,231.3,1085.0,926.0667,159.3045,110.6506,116.9788,final
2022-12-01,14508,CR406,1.0,19.0,72.2,172.0,204.2333,895.0,892.2,31.0881,84.9541,100.3104,final
2022-12-11,14508,CR406,1.0,9.0,58.0333,136.0,196.1667,733.0,828.3,22.2105,70.8165,88.6318,final
2022-12-21,14508,CR406,1.0,9.0,43.7333,37.0,173.9667,662.0,753.7,28.7278,25.5481,87.9927,final
2023-01-01,14508,CR406,1.0,26.0,34.6333,44.0,136.4,478.0,664.6,78.217,36.8852,72.3392,final
2023-01-11,14508,CR406,1.0,24.0,26.1,59.0,104.4667,391.0,568.5,93.2476,60.2796,69.3172,final
2023-01-21,14508,CR406,1.0,19.0,24.1667,69.0,84.9,363.0,490.1667,82.2857,83.2455,74.5751,final
2023-02-01,14508,CR406,1.0,9.0,17.7,52.0,67.9667,268.0,408.6,61.674,79.5212,66.4118,final
2023-02-11,14508,CR406,1.0,8.0,15.2,36.0,57.0667,231.0,357.7,64.3564,68.5885,65.5426,final
2023-02-21,14508,CR406,1.0,5.0,10.1667,22.0,43.0667,128.0,301.9333,65.9341,60.3015,44.2402,final
2023-03-01,14508,CR406,1.0,49.0,7.4667,62.0,32.8333,158.0,237.2,433.1551,168.0934,67.9612,final
2023-03-11,14508,CR406,1.0,53.0,6.8,107.0,24.4333,202.0,185.9667,491.5254,339.787,108.1817,final
2023-03-21,14508,CR406,1.0,23.0,10.2667,125.0,24.5333,216.0,152.5,183.4061,390.9266,139.0769,final
2023-04-01,14508,CR406,1.0,3.0,13.4,79.0,30.4667,193.0,131.2667,43.4783,219.9341,143.6999,final
2023-04-11,14508,CR406,1.0,3.0,20.8333,29.0,44.5,172.0,126.0,30.9677,71.5596,133.8235,final
2023-04-21,14508,CR406,1.0,56.0,45.7333,62.0,79.9667,209.0,147.5667,120.2365,80.0296,138.9888,final
2023-05-01,14508,CR406,1.0,25.0,60.7333,84.0,127.3,225.0,190.6,45.6389,68.4632,117.1486,final
2023-05-11,14508,CR406,1.0,27.0,86.6,108.0,193.0667,244.0,262.0,34.9345,58.109,93.3824,final
2023-05-21,14508,CR406,1.0,86.0,113.4,138.0,260.7333,325.0,365.2333,76.8581,54.6663,89.2778,final
2023-06-01,14508,CR406,1.0,109.0,104.7667,222.0,304.7667,385.0,462.5333,103.8567,73.7054,83.592,final
2023-06-11,14508,CR406,1.0,96.0,101.9333,291.0,320.1,428.0,557.6667,94.4514,91.1845,77.158,final
2023-06-21,14508,CR406,1.0,123.0,87.7333,328.0,294.4333,528.0,635.1333,138.0302,111.0259,83.3936,final
2023-07-01,14508,CR406,1.0,95.0,80.2667,314.0,269.9333,620.0,702.0,117.2791,115.7418,88.4831,final
2023-07-11,14508,CR406,1.0,43.0,85.5333,261.0,253.5333,660.0,766.7,53.0191,102.8333,86.2624,final
2023-07-21,14508,CR406,1.0,77.0,85.0,215.0,250.8,681.0,805.9667,91.1111,86.273,84.6848,final
2023-08-01,14508,CR406,1.0,63.0,77.9667,183.0,248.5,719.0,823.2,81.9606,74.6615,87.494,final
2023-08-11,14508,CR406,1.0,87.0,86.1,227.0,249.0667,779.0,822.7,100.9879,91.4822,94.752,final
2023-08-21,14508,CR406,1.0,126.0,106.2,276.0,270.2667,819.0,815.5,117.8058,102.0457,100.424,final
2023-09-01,14508,CR406,1.0,93.0,106.0667,306.0,298.3667,803.0,816.8,88.2353,102.4754,98.3309,final
2023-09-11,14508,CR406,1.0,106.0,121.9333,325.0,334.2,813.0,836.8,87.4475,97.3271,97.1894,final
2023-09-21,14508,CR406,1.0,123.0,118.3333,322.0,346.3333,813.0,867.4,103.7838,93.1712,93.7999,final
2023-10-01,14508,CR406,1.0,140.0,123.7333,369.0,364.0,858.0,910.8667,112.6359,101.3369,94.259,final
2023-10-11,14508,CR406,1.0,111.0,122.2,374.0,364.2667,926.0,947.5333,91.195,102.6006,97.7512,final
2023-10-21,14508,CR406,1.0,142.0,102.5,393.0,348.4333,991.0,965.0333,136.7442,112.4337,102.6632,final
2023-11-01,14508,CR406,1.0,123.0,99.2667,376.0,323.9667,1051.0,986.3333,122.7621,115.5804,106.4905,final
2023-11-11,14508,CR406,1.0,123.0,66.1,388.0,267.8667,1087.0,966.3333,180.0281,143.2342,112.3592,final
2023-11-21,14508,CR406,1.0,45.0,65.9333,291.0,231.3,1006.0,926.0667,70.4887,124.741,108.5393,final
2023-12-01,14508,CR406,1.0,9.0,72.2,177.0,204.2333,922.0,892.2,18.1347,87.288,103.303,final
2023-12-11,14508,CR406,1.0,27.0,58.0333,81.0,196.1667,843.0,828.3,50.7668,44.139,101.7535,final
2023-12-21,14508,CR406,1.0,110.0,43.7333,146.0,173.9667,830.0,753.7,235.9781,84.798,109.9908,final
2024-01-01,14508,CR406,1.0,20.0,34.6333,157.0,136.4,710.0,664.6,63.0782,114.071,106.7299,final
2024-01-11,14508,CR406,1.0,18.0,26.1,148.0,104.4667,617.0,568.5,73.955,138.0315,108.3838,final
2024-01-21,14508,CR406,1.0,20.0,24.1667,58.0,84.9,495.0,490.1667,85.7143,71.6544,100.9663,final
2024-02-01,14508,CR406,1.0,12.0,17.7,50.0,67.9667,384.0,408.6,74.8899,76.956,94.1233,final
2024-02-11,14508,CR406,1.0,25.0,15.2,57.0,57.0667,286.0,357.7,148.5149,99.9006,80.5004,final
2024-02-21,14508,CR406,1.0,12.0,10.1667,49.0,43.0667,253.0,301.9333,112.0879,111.1809,84.3129,final
2024-03-01,14508,CR406,1.0,4.0,7.4667,41.0,32.8333,248.0,237.2,72.1925,119.0661,104.3689,final
2024-03-11,14508,CR406,1.0,3.0,6.8,19.0,24.4333,224.0,185.9667,67.7966,84.2207,119.4081,final
2024-03-21,14508,CR406,1.0,4.0,10.2667,11.0,24.5333,118.0,152.5,58.952,60.8108,78.7692,final
2024-04-01,14508,CR406,1.0,14.0,13.4,21.0,30.4667,112.0,131.2667,103.2609,76.6063,86.3615,final
2024-04-11,14508,CR406,1.0,4.0,20.8333,22.0,44.5,98.0,126.0,34.8387,58.7156,79.4118,final
2024-04-21,14508,CR406,1.0,53.0,45.7333,71.0,79.9667,131.0,147.5667,114.3233,90.0333,89.4859,final
2024-05-01,14508,CR406,1.0,21.0,60.7333,78.0,127.3,140.0,190.6,39.5538,64.0932,74.7757,prelim
2024-05-11,14508,CR406,1.0,120.0,86.6,194.0,193.0667,235.0,262.0,136.4629,100.4596,90.0735,prelim
2024-05-21,14508,CR406,1.0,101.0,113.4,242.0,260.7333,324.0,365.2333,89.527,93.0805,89.0113,prelim
2020-01-01,14510,CR405,2.0,31.0,28.25,105.0,108.3333,541.0,671.8833,108.2707,97.1831,80.8056,final
2020-01-11,14510,CR405,2.0,11.0,21.9167,65.5,83.9,455.5,559.1167,59.4427,80.4047,81.7934,final
2020-01-21,14510,CR405,2.0,32.0,20.4,74.0,70.5667,373.0,463.35,145.6693,104.2615,80.9126,final
2020-02-01,14510,CR405,2.0,9.0,15.3333,52.0,57.65,284.5,370.2333,68.8525,91.6482,77.4524,final
2020-02-11,14510,CR405,2.0,6.0,13.7667,47.0,49.5,247.0,312.2333,58.6146,95.7983,79.7559,final
2020-02-21,14510,CR405,2.0,5.0,9.05,20.0,38.15,186.0,251.2,71.1744,62.3053,75.0383,final
2020-03-01,14510,CR405,2.0,2.5,8.2,13.5,31.0167,170.5,197.0,56.8182,57.2938,87.1981,final
2020-03-11,14510,CR405,2.0,2.0,7.8167,9.5,25.0667,122.0,158.4667,54.6164,55.6084,78.3538,final
2020-03-21,14510,CR405,2.0,5.0,12.5167,9.5,28.5333,103.5,137.25,57.0885,50.6055,77.0798,final
2020-04-01,14510,CR405,2.0,13.5,15.65,20.5,35.9833,86.0,124.65,89.5884,66.3284,71.296,final
2020-04-11,14510,CR405,2.0,11.0,23.9,29.5,52.0667,86.0,126.6333,55.3633,63.6412,70.261,final
2020-04-21,14510,CR405,2.0,44.5,52.5,69.0,92.05,98.5,158.7333,86.087,77.413,64.3026,final
2020-05-01,14510,CR405,2.0,90.5,69.7,146.0,146.1,180.0,213.1,127.8447,99.9359,85.1636,final
2020-05-11,14510,CR405,2.0,69.5,95.8167,204.5,218.0167,243.5,295.15,73.8965,94.0721,83.0739,final
2020-05-21,14510,CR405,2.0,204.0,126.0167,364.0,291.5333,442.5,412.1167,159.5217,124.0327,107.1979,final
2020-06-01,14510,CR405,2.0,109.5,110.35,383.0,332.1833,549.5,514.2667,99.2631,114.8507,106.7205,final
2020-06-11,14510,CR405,2.0,84.5,105.25,398.0,341.6167,632.0,611.7,81.1791,116.0355,103.2652,final
2020-06-21,14510,CR405,2.0,110.5,90.5,304.5,306.1,737.5,689.6833,120.9424,99.4938,106.834,final
2020-07-01,14510,CR405,2.0,53.0,77.65,248.0,273.4,777.0,751.6833,70.1754,91.0374,103.3238,final
2020-07-11,14510,CR405,2.0,33.5,81.6667,197.0,249.8167,799.5,809.45,44.4231,79.6716,98.7858,final
2020-07-21,14510,CR405,2.0,83.0,83.1333,169.5,242.45,838.0,840.0833,99.8487,71.1032,99.7549,final
2020-08-01,14510,CR405,2.0,32.0,78.6,148.5,243.4,779.5,848.9833,44.2584,62.5493,91.911,final
2020-08-11,14510,CR405,2.0,63.5,87.4,178.5,249.1333,773.5,840.5667,74.1342,72.7425,92.1151,final
2020-08-21,14510,CR405,2.0,94.0,110.0833,189.5,276.0833,663.5,824.6333,86.0246,69.7349,80.6941,final
2020-09-01,14510,CR405,2.0,117.0,113.35,274.5,310.8333,671.0,827.6333,103.0841,88.6753,81.3005,final
2020-09-11,14510,CR405,2.0,107.5,135.0,318.5,358.4333,694.0,857.3833,80.3571,89.1613,81.1637,final
2020-09-21,14510,CR405,2.0,169.0,130.3833,393.5,378.7333,752.5,897.2667,128.5239,103.7987,84.0436,final
2020-10-01,14510,CR405,2.0,127.0,139.65,403.5,405.0333,826.5,959.2667,91.2548,99.6306,86.3024,final
2020-10-11,14510,CR405,2.0,140.5,134.6833,436.5,404.7167,933.5,1012.2833,104.1642,107.6639,92.2934,final
2020-10-21,14510,CR405,2.0,162.5,116.1667,430.0,390.5,1013.0,1045.3167,138.2393,109.8627,96.9377,final
2020-11-01,14510,CR405,2.0,244.0,108.45,547.0,359.3,1225.0,1075.1667,219.4799,150.8259,113.8074,final
2020-11-11,14510,CR405,2.0,104.5,71.7667,511.0,296.3833,1266.0,1059.5333,142.64,170.0484,119.3044,final
2020-11-21,14510,CR405,2.0,36.5,70.0833,385.0,250.3,1208.5,1019.5333,55.2719,151.748,118.3546,final
2020-12-01,14510,CR405,2.0,55.5,62.4,196.5,204.25,1147.0,968.5833,89.7626,96.3827,118.2321,final
2020-12-11,14510,CR405,2.0,13.0,46.35,105.0,178.8333,1052.5,879.9333,35.0536,60.9003,119.391,final
2020-12-21,14510,CR405,2.0,32.0,33.7333,100.5,142.4833,915.5,783.2833,95.525,72.4669,116.667,final
2021-01-01,14510,CR405,2.0,11.5,28.25,56.5,108.3333,800.0,671.8833,49.6241,56.1972,118.7886,final
2021-01-11,14510,CR405,2.0,24.0,21.9167,67.5,83.9,683.5,559.1167,107.7399,82.5346,121.8555,final
2021-01-21,14510,CR405,2.0,19.5,20.4,55.0,70.5667,540.5,463.35,96.4567,80.6785,116.2987,final
2021-02-01,14510,CR405,2.0,10.0,15.3333,53.5,57.65,306.5,370.2333,73.7705,93.8655,83.2384,final
2021-02-11,14510,CR405,2.0,11.0,13.7667,40.5,49.5,213.0,312.2333,85.2575,84.8739,69.2045,final
2021-02-21,14510,CR405,2.0,6.5,9.05,27.5,38.15,183.0,251.2,81.8505,77.8816,73.8897,final
2021-03-01,14510,CR405,2.0,9.0,8.2,26.5,31.0167,136.5,197.0,106.0606,88.9882,70.7729,final
2021-03-11,14510,CR405,2.0,20.5,7.8167,36.0,25.0667,144.0,158.4667,198.9597,131.1787,91.4127,final
2021-03-21,14510,CR405,2.0,17.0,12.5167,46.5,28.5333,129.0,137.25,125.5947,146.6263,94.3973,final
2021-04-01,14510,CR405,2.0,58.0,15.65,95.5,35.9833,175.5,124.65,305.0847,229.431,137.7646,final
2021-04-11,14510,CR405,2.0,177.5,23.9,252.5,52.0667,329.0,126.6333,631.4879,422.9323,248.1093,final
2021-04-21,14510,CR405,2.0,14.5,52.5,250.0,92.05,324.0,158.7333,33.913,254.7771,197.9455,final
2021-05-01,14510,CR405,2.0,129.0,69.7,321.0,146.1,443.0,213.1,179.3842,212.0436,203.048,final
2021-05-11,14510,CR405,2.0,55.0,95.8167,198.5,218.0167,487.0,295.15,59.514,91.4407,162.8707,final
2021-05-21,14510,CR405,2.0,114.0,126.0167,298.0,291.5333,594.5,412.1167,90.8281,102.1446,143.2069,final
2021-06-01,14510,CR405,2.0,42.0,110.35,211.0,332.1833,627.5,514.2667,40.7456,64.5853,121.5984,final
2021-06-11,14510,CR405,2.0,78.5,105.25,234.5,341.6167,685.5,611.7,75.737,69.536,111.8707,final
2021-06-21,14510,CR405,2.0,74.0,90.5,194.5,306.1,742.5,689.6833,82.7225,64.6947,107.5487,final
2021-07-01,14510,CR405,2.0,86.0,77.65,238.5,273.4,770.5,751.6833,110.1028,87.6853,102.4704,final
2021-07-11,14510,CR405,2.0,94.0,81.6667,254.0,249.8167,687.0,809.45,114.2308,101.6101,85.0571,final
2021-07-21,14510,CR405,2.0,141.5,83.1333,321.5,242.45,814.0,840.0833,166.2254,131.3131,96.9317,final
2021-08-01,14510,CR405,2.0,77.5,78.6,313.0,243.4,762.5,848.9833,98.6842,127.4665,89.9319,final
2021-08-11,14510,CR405,2.0,100.0,87.4,319.0,249.1333,807.5,840.5667,113.6364,126.9617,96.1124,final
2021-08-21,14510,CR405,2.0,157.5,110.0833,335.0,276.0833,851.0,824.6333,141.202,120.5942,103.1591,final
2021-09-01,14510,CR405,2.0,159.5,113.35,417.0,310.8333,968.5,827.6333,138.9945,133.0909,116.8172,final
2021-09-11,14510,CR405,2.0,112.0,135.0,429.0,358.4333,1002.0,857.3833,83.5714,119.1532,116.6728,final
2021-09-21,14510,CR405,2.0,113.5,130.3833,385.0,378.7333,1041.5,897.2667,87.5292,101.6121,115.8976,final
2021-10-01,14510,CR405,2.0,72.0,139.65,297.5,405.0333,1027.5,959.2667,53.2319,74.0904,107.0397,final
2021-10-11,14510,CR405,2.0,130.0,134.6833,315.5,404.7167,1063.5,1012.2833,96.6472,78.4873,105.01,final
2021-10-21,14510,CR405,2.0,140.5,116.1667,342.5,390.5,1062.5,1045.3167,120.0825,88.015,101.6283,final
2021-11-01,14510,CR405,2.0,92.5,108.45,363.0,359.3,1077.5,1075.1667,85.9409,101.0019,100.215,final
2021-11-11,14510,CR405,2.0,40.0,71.7667,273.0,296.3833,1017.5,1059.5333,58.6192,92.3679,96.0699,final
