date,adm2_id,ADM2_PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
#date,#adm2+id,#adm2+code,#indicator+n_pixels+num,#indicator+rfh+num,#indicator+rfh_avg+num,#indicator+r1h+num,#indicator+r1h_avg+num,#indicator+r3h+num,#indicator+r3h_avg+num,#indicator+rfq+pct,#indicator+r1q+pct,#indicator+r3q+pct,#status
2021-04-21,14531,CR112,10.0,23.1,77.2933,349.3,149.1267,467.7,229.8633,34.1461,225.795,199.1551,final
2021-05-01,14531,CR112,10.0,213.2,106.5233,492.2,225.06,673.9,326.6167,195.6541,213.6476,203.1688,final
2021-05-11,14531,CR112,10.0,60.5,140.52,296.8,324.3367,726.7,459.3433,45.011,91.7638,156.964,final
2021-05-21,14531,CR112,10.0,195.5,169.41,469.2,416.4533,917.0,621.8733,114.959,112.3687,146.7066,final
2021-06-01,14531,CR112,10.0,55.8,117.0467,311.8,426.9767,951.2,726.6233,49.817,73.6424,130.4873,final
2021-06-11,14531,CR112,10.0,98.8,114.2233,350.1,400.68,1011.4,824.2967,87.0635,87.6838,122.4265,final
2021-06-21,14531,CR112,10.0,140.1,93.01,294.7,324.28,1113.2,889.86,148.0461,91.1511,124.8194,final
2021-07-01,14531,CR112,10.0,76.4,94.6467,315.3,301.88,1119.3,953.9167,81.6886,104.3029,117.1574,final
2021-07-11,14531,CR112,10.0,89.5,90.5067,306.0,278.1633,952.9,1003.18,98.946,109.66,95.0374,final
2021-07-21,14531,CR112,10.0,136.0,99.7667,301.9,284.92,1065.8,1025.6533,134.5848,105.7575,103.8765,final
2021-08-01,14531,CR112,10.0,99.8,97.23,325.3,287.5033,952.4,1016.36,102.5139,112.7046,93.7683,final
2021-08-11,14531,CR112,10.0,126.4,104.57,362.2,301.5667,1018.3,980.41,119.9233,119.4608,103.8257,final
2021-08-21,14531,CR112,10.0,184.8,131.9767,411.0,333.7767,1007.6,942.9767,138.5637,122.4632,106.7812,final
2021-09-01,14531,CR112,10.0,169.4,130.28,480.6,366.8267,1121.2,956.21,128.9178,130.1925,117.076,final
2021-09-11,14531,CR112,10.0,154.7,149.0133,508.9,411.27,1177.1,991.0,103.6923,123.1752,118.5914,final
2021-09-21,14531,CR112,10.0,171.6,156.84,495.7,436.1333,1208.6,1054.83,109.1201,113.3518,114.4408,final
2021-10-01,14531,CR112,10.0,114.0,180.8367,440.3,486.69,1246.2,1141.02,64.0347,90.6602,109.138,final
2021-10-11,14531,CR112,10.0,208.2,195.3633,493.8,533.04,1364.9,1245.8767,106.4067,92.774,109.4773,final
2021-10-21,14531,CR112,10.0,198.3,173.33,520.5,549.53,1427.2,1319.44,114.0021,94.8117,108.1057,final
2021-11-01,14531,CR112,10.0,45.5,126.71,452.0,495.4033,1372.9,1348.92,38.3418,91.4121,101.7646,final
2021-11-11,14531,CR112,10.0,41.5,84.08,285.3,384.12,1288.0,1328.43,52.2003,74.9264,96.9793,final
2021-11-21,14531,CR112,10.0,138.3,66.7033,225.3,277.4933,1241.5,1263.1567,199.8512,81.8454,98.299,final
2021-12-01,14531,CR112,10.0,15.7,34.1567,195.5,184.94,1087.8,1167.0333,52.8646,105.4171,93.2684,final
2021-12-11,14531,CR112,10.0,42.8,22.4033,196.8,123.2633,975.9,1040.4233,174.4313,155.1815,93.8574,final
2021-12-21,14531,CR112,10.0,9.7,15.4333,68.2,71.9933,814.0,899.0167,71.9413,95.3736,90.6474,final
2022-01-01,14531,CR112,10.0,13.0,23.9367,65.5,61.7733,713.0,742.1167,62.2048,105.1923,96.1287,final
2022-01-11,14531,CR112,10.0,13.5,20.1167,36.2,59.4867,518.3,566.87,73.6563,66.4876,91.5804,final
2022-01-21,14531,CR112,10.0,15.4,17.0733,41.9,61.1267,335.4,410.6133,92.4192,72.9684,82.1182,final
2022-02-01,14531,CR112,10.0,7.2,9.77,36.1,46.96,297.1,293.6733,82.5999,80.934,101.1284,final
2022-02-11,14531,CR112,10.0,5.6,7.7933,28.2,34.6367,261.2,217.3867,82.8557,85.5799,119.2682,final
2022-02-21,14531,CR112,10.0,5.5,6.88,18.3,24.4433,128.4,157.5633,88.3838,82.1639,82.5956,final
2022-03-01,14531,CR112,10.0,18.7,12.2967,29.8,26.97,131.4,135.7033,137.0206,107.6549,97.0465,final
2022-03-11,14531,CR112,10.0,22.2,16.55,46.4,35.7267,110.8,129.85,126.2181,123.3416,86.3783,final
2022-03-21,14531,CR112,10.0,39.1,27.4467,80.0,56.2933,140.2,141.8633,135.9153,135.7603,98.9047,final
2022-04-01,14531,CR112,10.0,115.7,30.59,177.0,74.5867,242.9,148.5167,339.1402,221.075,159.5416,final
2022-04-11,14531,CR112,10.0,39.0,41.2433,193.8,99.28,268.4,169.6433,95.1489,186.4934,154.9737,final
2022-04-21,14531,CR112,10.0,179.0,77.2933,333.7,149.1267,432.0,229.8633,223.5904,215.9915,184.2716,final
2022-05-01,14531,CR112,10.0,155.1,106.5233,373.1,225.06,579.9,326.6167,143.5574,162.9797,175.2438,final
2022-05-11,14531,CR112,10.0,225.4,140.52,559.5,324.3367,799.7,459.3433,158.3288,170.3373,172.5176,final
2022-05-21,14531,CR112,10.0,147.4,169.41,527.9,416.4533,941.6,621.8733,87.3803,126.1334,150.5998,final
2022-06-01,14531,CR112,10.0,147.6,117.0467,520.4,426.9767,1070.5,726.6233,125.0341,121.3795,146.6828,final
2022-06-11,14531,CR112,10.0,214.0,114.2233,509.0,400.68,1262.3,824.2967,183.6889,126.3758,152.4997,final
2022-06-21,14531,CR112,10.0,120.0,93.01,481.6,324.28,1343.2,889.86,127.538,147.0623,150.3789,final
2022-07-01,14531,CR112,10.0,103.9,94.6467,437.9,301.88,1331.4,953.9167,109.2861,143.6129,139.1614,final
2022-07-11,14531,CR112,10.0,78.7,90.5067,302.6,278.1633,1371.1,1003.18,87.6379,108.4801,136.3134,final
2022-07-21,14531,CR112,10.0,83.0,99.7667,265.6,284.92,1275.1,1025.6533,83.9962,93.4491,124.0859,final
2022-08-01,14531,CR112,10.0,129.1,97.23,290.8,287.5033,1249.1,1016.36,131.1748,101.1081,122.6763,final
2022-08-11,14531,CR112,10.0,130.6,104.57,342.7,301.5667,1154.3,980.41,123.7565,113.2021,117.5574,final
2022-08-21,14531,CR112,10.0,66.1,131.9767,325.8,333.7767,1073.0,942.9767,51.9067,97.6797,113.6439,final
2022-09-01,14531,CR112,10.0,267.7,130.28,464.4,366.8267,1193.1,956.21,201.5819,125.8934,124.5174,final
2022-09-11,14531,CR112,10.0,210.8,149.0133,544.6,411.27,1189.9,991.0,140.1177,131.6495,119.8701,final
2022-09-21,14531,CR112,10.0,105.0,156.84,583.5,436.1333,1174.9,1054.83,67.9684,133.032,111.276,final
2022-10-01,14531,CR112,10.0,240.2,180.8367,556.0,486.69,1311.2,1141.02,131.9438,113.9544,114.7851,final
2022-10-11,14531,CR112,10.0,199.8,195.3633,545.0,533.04,1432.3,1245.8767,102.2143,102.2024,114.8441,final
2022-10-21,14531,CR112,10.0,100.6,173.33,540.6,549.53,1449.9,1319.44,59.2161,98.404,109.8132,final
2022-11-01,14531,CR112,10.0,153.4,126.71,453.8,495.4033,1474.2,1348.92,120.2642,91.7683,109.2191,final
2022-11-11,14531,CR112,10.0,88.2,84.08,342.2,384.12,1431.8,1328.43,104.6251,89.3636,107.7232,final
2022-11-21,14531,CR112,10.0,163.6,66.7033,405.2,277.4933,1529.3,1263.1567,235.1355,144.4207,120.9042,final
2022-12-01,14531,CR112,10.0,12.2,34.1567,264.0,184.94,1273.8,1167.0333,43.9261,140.5561,109.0708,final
2022-12-11,14531,CR112,10.0,4.9,22.4033,180.7,123.2633,1067.9,1040.4233,36.127,143.1001,102.6158,final
2022-12-21,14531,CR112,10.0,6.6,15.4333,23.7,71.9933,969.5,899.0167,56.77,41.1009,107.7538,final
2023-01-01,14531,CR112,10.0,24.6,23.9367,36.1,61.7733,753.9,742.1167,102.2924,64.23,101.5667,final
2023-01-11,14531,CR112,10.0,29.5,20.1167,60.7,59.4867,583.6,566.87,137.359,101.7461,102.9001,final
2023-01-21,14531,CR112,10.0,23.2,17.0733,77.3,61.1267,506.2,410.6133,127.756,122.7388,122.7255,final
2023-02-01,14531,CR112,10.0,5.2,9.77,57.9,46.96,358.0,293.6733,69.0589,119.2065,121.1828,final
2023-02-11,14531,CR112,10.0,3.9,7.7933,32.3,34.6367,273.7,217.3867,69.5675,94.7651,124.7655,final
2023-02-21,14531,CR112,10.0,3.8,6.88,12.9,24.4433,113.9,157.5633,74.0741,66.486,73.9422,final
2023-03-01,14531,CR112,10.0,112.6,12.2967,120.3,26.97,214.3,135.7033,679.8998,352.4479,153.9429,final
2023-03-11,14531,CR112,10.0,149.4,16.55,265.8,35.7267,358.8,129.85,716.4733,603.1491,263.7111,final
2023-03-21,14531,CR112,10.0,67.2,27.4467,329.2,56.2933,419.4,141.8633,222.519,511.6653,282.7542,final
2023-04-01,14531,CR112,10.0,11.1,30.59,227.7,74.5867,405.9,148.5167,45.2374,281.0136,262.3699,final
2023-04-11,14531,CR112,10.0,11.9,41.2433,90.2,99.28,388.3,169.6433,36.5458,91.6911,221.7171,final
2023-04-21,14531,CR112,10.0,96.3,77.2933,119.3,149.1267,461.4,229.8633,123.0962,81.256,196.5286,final
2023-05-01,14531,CR112,10.0,41.4,106.5233,149.6,225.06,497.6,326.6167,41.6056,67.8976,150.7947,final
2023-05-11,14531,CR112,10.0,33.3,140.52,171.0,324.3367,527.0,459.3433,26.3194,54.137,114.4152,final
2023-05-21,14531,CR112,10.0,125.2,169.41,199.9,416.4533,648.4,621.8733,74.6517,49.2199,104.1981,final
2023-06-01,14531,CR112,10.0,107.9,117.0467,266.4,426.9767,643.7,726.6233,92.5056,63.2528,88.7428,final
2023-06-11,14531,CR112,10.0,125.4,114.2233,358.5,400.68,619.7,824.2967,109.3746,89.7292,75.4767,final
2023-06-21,14531,CR112,10.0,166.6,93.01,399.9,324.28,719.1,889.86,175.0842,122.6218,81.0237,final
2023-07-01,14531,CR112,10.0,109.7,94.6467,401.7,301.88,817.7,953.9167,115.1067,132.0059,85.8684,final
2023-07-11,14531,CR112,10.0,51.0,90.5067,327.3,278.1633,856.8,1003.18,58.6347,117.0517,85.5524,final
2023-07-21,14531,CR112,10.0,84.6,99.7667,245.3,284.92,845.1,1025.6533,85.5234,86.5658,82.5662,final
2023-08-01,14531,CR112,10.0,68.8,97.23,204.4,287.5033,872.5,1016.36,72.1902,72.0664,85.9835,final
2023-08-11,14531,CR112,10.0,119.6,104.57,273.0,301.5667,958.8,980.41,113.7173,90.8313,97.8181,final
2023-08-21,14531,CR112,10.0,157.0,131.9767,345.4,333.7767,990.6,942.9767,118.2683,103.3811,104.9973,final
2023-09-01,14531,CR112,10.0,121.4,130.28,398.0,366.8267,1004.1,956.21,93.4358,108.2726,104.9565,final
2023-09-11,14531,CR112,10.0,126.0,149.0133,404.4,411.27,1004.7,991.0,85.0576,98.3692,101.3686,final
2023-09-21,14531,CR112,10.0,121.7,156.84,369.1,436.1333,959.8,1054.83,78.2872,84.9746,91.0756,final
2023-10-01,14531,CR112,10.0,253.9,180.8367,501.6,486.69,1104.0,1141.02,139.3159,103.0019,96.7837,final
2023-10-11,14531,CR112,10.0,180.2,195.3633,555.8,533.04,1233.2,1245.8767,92.4321,104.1912,98.9906,final
2023-10-21,14531,CR112,10.0,256.0,173.33,690.1,549.53,1404.6,1319.44,146.3579,125.1229,106.4057,final
2023-11-01,14531,CR112,10.0,138.8,126.71,575.0,495.4033,1474.6,1348.92,109.1793,115.7491,109.2485,final
2023-11-11,14531,CR112,10.0,193.8,84.08,588.6,384.12,1548.8,1328.43,223.1702,151.8827,116.4648,final
2023-11-21,14531,CR112,10.0,39.4,66.7033,372.0,277.4933,1431.2,1263.1567,61.9218,132.8726,113.199,final
2023-12-01,14531,CR112,10.0,5.4,34.1567,238.6,184.94,1315.2,1167.0333,26.56,127.5264,112.5881,final
2023-12-11,14531,CR112,10.0,12.5,22.4033,57.3,123.2633,1201.7,1040.4233,63.8608,50.5015,115.3535,final
2023-12-21,14531,CR112,10.0,42.5,15.4333,60.4,71.9933,1122.5,899.0167,232.4633,85.8606,124.5852,final
2024-01-01,14531,CR112,10.0,19.0,23.9367,74.0,61.7733,887.6,742.1167,82.9398,117.0351,119.3432,final
2024-01-11,14531,CR112,10.0,29.0,20.1167,90.5,59.4867,736.4,566.87,135.3683,144.6321,129.3879,final
2024-01-21,14531,CR112,10.0,22.9,17.0733,70.9,61.1267,503.3,410.6133,126.3969,113.7407,122.0361,final
2024-02-01,14531,CR112,10.0,8.2,9.77,60.1,46.96,372.7,293.6733,89.3703,123.0688,126.0236,final
2024-02-11,14531,CR112,10.0,13.0,7.7933,44.1,34.6367,191.9,217.3867,140.6983,121.2008,88.7915,final
2024-02-21,14531,CR112,10.0,9.7,6.88,30.9,24.4433,162.2,157.5633,123.7374,118.7458,102.7671,final
2024-03-01,14531,CR112,10.0,10.6,12.2967,33.3,26.97,167.4,135.7033,90.1908,117.122,121.7542,final
2024-03-11,14531,CR112,10.0,12.9,16.55,33.2,35.7267,167.8,129.85,83.0626,94.4744,127.1362,final
2024-03-21,14531,CR112,10.0,14.4,27.4467,37.9,56.2933,139.7,141.8633,59.7904,72.2546,98.5755,final
2024-04-01,14531,CR112,10.0,26.4,30.59,53.7,74.5867,147.1,148.5167,88.227,75.3074,99.1063,final
2024-04-11,14531,CR112,10.0,8.5,41.2433,49.3,99.28,126.6,169.6433,29.1934,54.2643,76.0396,final
2024-04-21,14531,CR112,10.0,97.6,77.2933,132.5,149.1267,201.3,229.8633,124.676,89.5513,88.0918,final
2024-05-01,14531,CR112,10.0,35.4,106.5233,141.5,225.06,228.5,326.6167,36.2256,64.4516,70.8521,prelim
2024-05-11,14531,CR112,10.0,151.2,140.52,284.2,324.3367,366.7,459.3433,107.3392,87.9951,80.2611,prelim
2024-05-21,14531,CR112,10.0,200.8,169.41,387.4,416.4533,557.8,621.8733,117.9978,93.1872,89.8598,prelim
2020-01-01,14521,CR603,72.0,24.5556,20.0431,95.6806,63.7759,753.6528,782.112,118.019,143.2453,96.4072,final
2020-01-11,14521,CR603,72.0,28.25,16.2648,90.8472,54.5176,597.6944,620.8847,156.3616,156.3096,96.3242,final
2020-01-21,14521,CR603,72.0,65.2083,14.7375,118.0139,51.0454,490.9167,465.7231,355.7104,209.7029,105.2958,final
2020-02-01,14521,CR603,72.0,9.0139,17.4227,102.4722,48.425,386.2639,357.8083,62.4987,192.507,107.7365,final
2020-02-11,14521,CR603,72.0,8.2639,22.4602,82.4861,54.6204,294.7083,271.8981,48.3023,143.1222,108.0916,final
2020-02-21,14521,CR603,72.0,8.5,17.7384,25.7778,57.6213,226.7361,197.3565,59.3709,52.909,114.1687,final
2020-03-01,14521,CR603,72.0,7.9583,19.7282,24.7222,59.9269,222.875,172.1278,52.403,49.6551,127.8635,final
2020-03-11,14521,CR603,72.0,7.7639,24.5477,24.2222,62.0144,197.5556,171.1523,43.1976,47.5214,114.5752,final
2020-03-21,14521,CR603,72.0,10.5972,39.0185,26.3194,83.2944,170.1111,191.9611,35.4333,38.9299,89.1811,final
2020-04-01,14521,CR603,72.0,18.2778,41.7852,36.6389,105.3514,163.8333,213.7032,49.7546,40.432,77.7071,final
2020-04-11,14521,CR603,72.0,25.5833,51.356,54.4583,132.1597,161.1667,248.7944,54.2681,45.3422,66.14,final
2020-04-21,14521,CR603,72.0,76.3056,85.5477,120.1667,178.6889,172.2639,319.6046,89.7931,68.9848,55.2977,final
2020-05-01,14521,CR603,72.0,147.9722,116.7875,249.8611,253.6912,311.2222,418.9694,125.6058,98.5475,74.8823,final
2020-05-11,14521,CR603,72.0,129.8056,147.8565,354.0833,350.1917,432.7639,544.3657,88.1909,101.0804,79.8686,final
2020-05-21,14521,CR603,72.0,173.125,173.9718,450.9028,438.6157,597.3889,700.5991,99.5269,102.7389,85.4756,final
2020-06-01,14521,CR603,72.0,98.9028,118.0417,401.8333,439.8699,688.3333,798.9125,84.4452,91.545,86.3299,final
2020-06-11,14521,CR603,72.0,113.25,119.9694,385.2778,411.9829,793.8194,894.3343,94.6231,93.6715,88.8852,final
2020-06-21,14521,CR603,72.0,122.3889,114.9208,334.5417,352.9319,905.6111,970.2366,106.2275,94.9329,93.4072,final
2020-07-01,14521,CR603,72.0,68.3333,90.4884,303.9722,325.3787,955.6667,1018.9398,76.7981,93.6172,93.8506,final
2020-07-11,14521,CR603,72.0,55.3056,84.388,246.0278,289.7972,985.3889,1051.9718,67.465,85.4003,93.7303,final
2020-07-21,14521,CR603,72.0,81.1806,95.3259,204.8194,270.2023,990.2639,1061.75,85.9006,76.6658,93.33,final
2020-08-01,14521,CR603,72.0,61.2778,102.2009,197.7639,281.9148,903.5694,1047.1634,61.8258,71.1728,86.417,final
2020-08-11,14521,CR603,72.0,102.8056,118.519,245.2639,316.0458,876.5694,1017.8259,87.2785,78.2908,86.2568,final
2020-08-21,14521,CR603,72.0,65.4722,138.9662,229.5556,359.6861,768.9167,982.8204,48.9505,64.7997,78.4549,final
2020-09-01,14521,CR603,72.0,106.8472,136.0023,275.125,393.4875,776.8611,1000.781,79.323,70.6651,77.8468,final
2020-09-11,14521,CR603,72.0,183.7361,150.2134,356.0556,425.1819,847.3472,1031.025,121.5978,84.1155,82.3561,final
2020-09-21,14521,CR603,72.0,180.1806,152.2208,470.7639,438.4366,905.1389,1068.325,117.7837,107.2089,84.8667,final
2020-10-01,14521,CR603,72.0,146.3889,162.9046,510.3056,465.3389,983.1944,1140.7412,90.1636,109.4599,86.3091,final
2020-10-11,14521,CR603,72.0,155.6389,177.4921,482.2083,492.6176,1083.5278,1233.8454,88.0251,97.929,87.9151,final
2020-10-21,14521,CR603,72.0,184.8333,169.8991,486.8611,510.2958,1187.1806,1308.4185,108.5388,95.4959,90.8043,final
2020-11-01,14521,CR603,72.0,114.8056,125.3375,455.2778,472.7287,1240.7083,1331.5551,91.9195,96.3849,93.2282,final
2020-11-11,14521,CR603,72.0,76.2361,108.3704,375.875,403.6069,1214.1389,1321.4065,71.6555,93.2951,91.9433,final
2020-11-21,14521,CR603,72.0,89.4861,92.2801,280.5278,325.988,1238.1528,1274.7204,97.1279,86.4697,97.1537,final
2020-12-01,14521,CR603,72.0,86.4722,44.9569,252.1944,245.6074,1217.7778,1183.675,183.1021,102.577,102.857,final
2020-12-11,14521,CR603,72.0,12.5278,25.5231,188.4861,162.7602,1046.5694,1058.9847,57.4245,114.8911,98.8386,final
2020-12-21,14521,CR603,72.0,28.5972,18.2097,127.5972,88.6898,894.9861,924.9736,144.755,139.4239,96.7927,final
2021-01-01,14521,CR603,72.0,15.3611,20.0431,56.4861,63.7759,763.9583,782.112,81.3044,90.119,97.7082,final
2021-01-11,14521,CR603,72.0,19.0417,16.2648,63.0,54.5176,627.3611,620.8847,113.0584,113.1474,101.0266,final
2021-01-21,14521,CR603,72.0,19.1111,14.7375,53.5139,51.0454,461.6389,465.7231,122.1589,104.0437,99.1415,final
2021-02-01,14521,CR603,72.0,28.3889,17.4227,66.5417,48.425,375.2222,357.8083,148.9067,131.0084,104.7345,final
2021-02-11,14521,CR603,72.0,71.9444,22.4602,119.4444,54.6204,370.9306,271.8981,280.2037,200.3152,135.1306,final
2021-02-21,14521,CR603,72.0,17.875,17.7384,118.2083,57.6213,299.3194,197.3565,100.6006,189.5976,149.1728,final
2021-03-01,14521,CR603,72.0,14.6528,19.7282,104.4722,59.9269,227.5,172.1278,79.475,163.7028,130.403,final
2021-03-11,14521,CR603,72.0,31.8472,24.5477,64.375,62.0144,246.8194,171.1523,124.7043,103.278,141.7699,final
2021-03-21,14521,CR603,72.0,28.6944,39.0185,75.1944,83.2944,246.9167,191.9611,76.5461,91.3178,127.211,final
2021-04-01,14521,CR603,72.0,86.5139,41.7852,147.0556,105.3514,318.0694,213.7032,195.6044,136.154,146.6539,final
2021-04-11,14521,CR603,72.0,239.7083,51.356,354.9167,132.1597,538.7361,248.7944,434.2186,256.6948,212.0355,final
2021-04-21,14521,CR603,72.0,46.75,85.5477,372.9722,178.6889,566.375,319.6046,57.1522,202.9649,174.8686,final
2021-05-01,14521,CR603,72.0,94.9028,116.7875,381.3611,253.6912,632.8889,418.9694,82.0304,148.4164,149.8682,final
2021-05-11,14521,CR603,72.0,90.8056,147.8565,232.4583,350.1917,651.75,544.3657,62.6768,67.3137,119.3707,final
2021-05-21,14521,CR603,72.0,219.7083,173.9718,405.4167,438.6157,853.5833,700.5991,125.5552,92.5997,121.5289,final
2021-06-01,14521,CR603,72.0,56.5278,118.0417,367.0417,439.8699,895.4583,798.9125,50.0056,83.8113,111.9353,final
2021-06-11,14521,CR603,72.0,121.3056,119.9694,397.5417,411.9829,984.9167,894.3343,101.0692,96.5778,110.0165,final
2021-06-21,14521,CR603,72.0,136.0139,114.9208,313.8472,352.9319,1092.2361,970.2366,117.5892,89.2308,112.4459,final
2021-07-01,14521,CR603,72.0,83.6667,90.4884,340.9861,325.3787,1089.3889,1018.9398,92.8559,104.6537,106.8468,final
2021-07-11,14521,CR603,72.0,70.6389,84.388,290.3194,289.7972,920.3194,1051.9718,84.6187,100.1742,87.603,final
2021-07-21,14521,CR603,72.0,115.7083,95.3259,270.0139,270.2023,989.2778,1061.75,120.3162,99.9328,93.238,final
2021-08-01,14521,CR603,72.0,126.8889,102.2009,313.2361,281.9148,1021.2639,1047.1634,123.0296,110.7296,97.5501,final
2021-08-11,14521,CR603,72.0,124.6389,118.519,367.2361,316.0458,1055.0972,1017.8259,104.9546,115.7003,103.6262,final
2021-08-21,14521,CR603,72.0,154.6528,138.9662,406.1806,359.6861,990.0417,982.8204,110.896,112.5767,100.7274,final
2021-09-01,14521,CR603,72.0,98.4444,136.0023,377.7361,393.4875,1031.9583,1000.781,73.3636,96.0962,103.0845,final
2021-09-11,14521,CR603,72.0,182.6806,150.2134,435.7778,425.1819,1093.3333,1031.025,120.9177,102.4348,105.9853,final
2021-09-21,14521,CR603,72.0,173.6111,152.2208,454.7361,438.4366,1130.9306,1068.325,113.6052,103.6347,105.8058,final
2021-10-01,14521,CR603,72.0,167.5278,162.9046,523.8194,465.3389,1214.7917,1140.7412,102.7534,112.3029,106.435,final
2021-10-11,14521,CR603,72.0,185.3611,177.4921,526.5,492.6176,1329.5139,1233.8454,104.312,106.7412,107.6914,final
2021-10-21,14521,CR603,72.0,109.25,169.8991,462.1389,510.2958,1323.0556,1308.4185,65.3234,90.7443,101.1102,final
2021-11-01,14521,CR603,72.0,120.3611,125.3375,414.9722,472.7287,1316.5278,1331.5551,96.1819,88.0354,98.8799,final
2021-11-11,14521,CR603,72.0,42.0139,108.3704,271.625,403.6069,1233.9028,1321.4065,41.4693,68.09,93.4277,final
2021-11-21,14521,CR603,72.0,115.3333,92.2801,277.7083,325.988,1194.5833,1274.7204,123.6978,85.6305,93.7623,final
2021-12-01,14521,CR603,72.0,21.2361,44.9569,178.5833,245.6074,1117.375,1183.675,52.5174,73.7785,94.4457,final
2021-12-11,14521,CR603,72.0,21.5,25.5231,158.0694,162.7602,956.1944,1058.9847,86.8194,97.2848,90.3843,final
2021-12-21,14521,CR603,72.0,32.6667,18.2097,75.4028,88.6898,815.25,924.9736,162.2883,86.5366,88.2645,final
2022-01-01,14521,CR603,72.0,14.3472,20.0431,68.5139,63.7759,662.0694,782.112,77.2558,106.4221,84.8453,final
2022-01-11,14521,CR603,72.0,8.5694,16.2648,55.5833,54.5176,485.2778,620.8847,63.8117,101.6519,78.5053,final
2022-01-21,14521,CR603,72.0,12.4028,14.7375,35.3194,51.0454,388.4306,465.7231,88.1711,74.239,83.7526,final
2022-02-01,14521,CR603,72.0,12.9722,17.4227,33.9444,48.425,281.0417,357.8083,80.152,75.2151,79.1286,final
2022-02-11,14521,CR603,72.0,15.0417,22.4602,40.4167,54.6204,254.0694,271.8981,72.9845,78.0198,93.6755,final
2022-02-21,14521,CR603,72.0,8.5278,17.7384,36.5417,57.6213,147.2639,197.3565,59.493,68.8269,75.8423,final
2022-03-01,14521,CR603,72.0,25.0833,19.7282,48.6528,59.9269,151.1111,172.1278,121.6558,83.8773,88.4605,final
2022-03-11,14521,CR603,72.0,15.8333,24.5477,49.4444,62.0144,145.4444,171.1523,70.5075,82.5453,85.8087,final
2022-03-21,14521,CR603,72.0,41.6944,39.0185,82.6111,83.2944,154.4722,191.9611,106.0791,99.2676,81.4376,final
2022-04-01,14521,CR603,72.0,66.8333,41.7852,124.3611,105.3514,206.9583,213.7032,153.5386,116.4798,96.9849,final
2022-04-11,14521,CR603,72.0,51.6806,51.356,160.2083,132.1597,250.0694,248.7944,100.5759,119.7304,100.4927,final
2022-04-21,14521,CR603,72.0,88.3333,85.5477,206.8472,178.6889,326.0,319.6046,103.0764,114.9232,101.9403,final
2022-05-01,14521,CR603,72.0,114.7639,116.7875,254.7778,253.6912,427.7917,418.9694,98.3384,100.4121,102.0566,final
2022-05-11,14521,CR603,72.0,118.8194,147.8565,321.9167,350.1917,531.5694,544.3657,81.0037,92.15,97.6917,final
2022-05-21,14521,CR603,72.0,152.3194,173.9718,385.9028,438.6157,675.3611,700.5991,87.9018,88.2499,96.4484,final
2022-06-01,14521,CR603,72.0,110.7222,118.0417,381.8611,439.8699,761.0,798.9125,94.0512,87.1054,95.3132,final
2022-06-11,14521,CR603,72.0,177.2083,119.9694,440.25,411.9829,922.375,894.3343,145.8023,106.6986,103.1007,final
2022-06-21,14521,CR603,72.0,142.7639,114.9208,430.6944,352.9319,1023.4444,970.2366,123.2179,121.4262,105.4281,final
2022-07-01,14521,CR603,72.0,85.25,90.4884,405.2222,325.3787,1041.8611,1018.9398,94.5141,123.807,102.2277,final
2022-07-11,14521,CR603,72.0,58.0417,84.388,286.0556,289.7972,1048.2222,1051.9718,70.5259,98.7519,99.6469,final
2022-07-21,14521,CR603,72.0,50.4861,95.3259,193.7778,270.2023,1010.375,1061.75,55.3059,72.7252,95.2064,final
2022-08-01,14521,CR603,72.0,119.4028,102.2009,227.9306,281.9148,1015.0139,1047.1634,116.0464,81.5068,96.9589,final
2022-08-11,14521,CR603,72.0,90.6111,118.519,260.5,316.0458,986.8056,1017.8259,77.406,82.9638,96.9819,final
2022-08-21,14521,CR603,72.0,115.0278,138.9662,325.0417,359.6861,949.5139,982.8204,83.3722,90.6287,96.6453,final
2022-09-01,14521,CR603,72.0,154.6389,136.0023,360.2778,393.4875,993.4306,1000.781,113.2172,91.7693,99.2728,final
2022-09-11,14521,CR603,72.0,163.6111,150.2134,433.2778,425.1819,979.8333,1031.025,108.6318,101.8603,95.0826,final
2022-09-21,14521,CR603,72.0,114.5833,152.2208,432.8333,438.4366,951.6528,1068.325,76.0607,98.7505,89.1802,final
2022-10-01,14521,CR603,72.0,164.4861,162.9046,442.6806,465.3389,1030.8889,1140.7412,100.9419,95.2332,90.4538,final
2022-10-11,14521,CR603,72.0,129.9861,177.4921,409.0556,492.6176,1102.8333,1233.8454,73.9682,83.3746,89.4672,final
2022-10-21,14521,CR603,72.0,118.5556,169.8991,413.0278,510.2958,1170.9028,1308.4185,70.6439,81.3052,89.5696,final
2022-11-01,14521,CR603,72.0,216.5556,125.3375,465.0972,472.7287,1268.0556,1331.5551,169.986,98.4191,95.2667,final
2022-11-11,14521,CR603,72.0,86.2083,108.3704,421.3194,403.6069,1263.6528,1321.4065,80.4516,104.2824,95.6622,final
2022-11-21,14521,CR603,72.0,114.4167,92.2801,417.1806,325.988,1263.0417,1274.7204,122.7555,127.1416,99.091,final
2022-12-01,14521,CR603,72.0,11.4167,44.9569,212.0417,245.6074,1119.8194,1183.675,32.8616,86.8682,94.6505,final
