Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6716","Bosques plantados","2012","2012","1000 ha","70.6","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7210","Proporción de tierras destinadas a bosques","6716","Bosques plantados","2012","2012","%","2.43","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6716","Bosques plantados","2013","2013","1000 ha","72.6","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7210","Proporción de tierras destinadas a bosques","6716","Bosques plantados","2013","2013","%","2.49","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6716","Bosques plantados","2014","2014","1000 ha","74.6","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7210","Proporción de tierras destinadas a bosques","6716","Bosques plantados","2014","2014","%","2.54","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6716","Bosques plantados","2015","2015","1000 ha","76.6","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7210","Proporción de tierras destinadas a bosques","6716","Bosques plantados","2015","2015","%","2.59","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6716","Bosques plantados","2016","2016","1000 ha","78.6","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7210","Proporción de tierras destinadas a bosques","6716","Bosques plantados","2016","2016","%","2.65","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6716","Bosques plantados","2017","2017","1000 ha","80.6","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7210","Proporción de tierras destinadas a bosques","6716","Bosques plantados","2017","2017","%","2.7","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6716","Bosques plantados","2018","2018","1000 ha","82.6","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7210","Proporción de tierras destinadas a bosques","6716","Bosques plantados","2018","2018","%","2.75","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6716","Bosques plantados","2019","2019","1000 ha","84.6","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7210","Proporción de tierras destinadas a bosques","6716","Bosques plantados","2019","2019","%","2.8","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6716","Bosques plantados","2020","2020","1000 ha","86.6","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7210","Proporción de tierras destinadas a bosques","6716","Bosques plantados","2020","2020","%","2.85","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6716","Bosques plantados","2021","2021","1000 ha","88.6","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7210","Proporción de tierras destinadas a bosques","6716","Bosques plantados","2021","2021","%","2.9","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","1990","1990","1000 ha","0","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","1991","1991","1000 ha","0","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","1992","1992","1000 ha","48.636","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","1993","1993","1000 ha","100.654","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","1994","1994","1000 ha","123.672","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","1995","1995","1000 ha","175.69","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","1996","1996","1000 ha","233.708","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","1997","1997","1000 ha","280.726","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","1998","1998","1000 ha","323.744","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","1999","1999","1000 ha","355.762","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2000","2000","1000 ha","408.78","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2001","2001","1000 ha","414.382","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2002","2002","1000 ha","419.984","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2003","2003","1000 ha","415.586","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2004","2004","1000 ha","421.188","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2005","2005","1000 ha","436.79","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2006","2006","1000 ha","425.392","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2007","2007","1000 ha","438.994","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2008","2008","1000 ha","444.596","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2009","2009","1000 ha","420.198","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2010","2010","1000 ha","415.8","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2011","2011","1000 ha","399.434","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2012","2012","1000 ha","390.068","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2013","2013","1000 ha","384.702","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2014","2014","1000 ha","384.336","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2015","2015","1000 ha","361.47","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2016","2016","1000 ha","359.6","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2017","2017","1000 ha","339.23","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2018","2018","1000 ha","321.37","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2019","2019","1000 ha","311.5","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2020","2020","1000 ha","285.13","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6670","Otros usos de tierras","2021","2021","1000 ha","243.76","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1961","1961","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1962","1962","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1963","1963","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1964","1964","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1965","1965","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1966","1966","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1967","1967","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1968","1968","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1969","1969","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1970","1970","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1971","1971","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1972","1972","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1973","1973","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1974","1974","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1975","1975","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1976","1976","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1977","1977","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1978","1978","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1979","1979","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1980","1980","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1981","1981","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1982","1982","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1983","1983","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1984","1984","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1985","1985","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1986","1986","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1987","1987","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1988","1988","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1989","1989","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1990","1990","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1991","1991","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1992","1992","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1993","1993","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1994","1994","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1995","1995","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1996","1996","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1997","1997","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1998","1998","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","1999","1999","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2000","2000","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2001","2001","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2002","2002","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2003","2003","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2004","2004","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2005","2005","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2006","2006","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2007","2007","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2008","2008","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2009","2009","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2010","2010","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2011","2011","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2012","2012","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2013","2013","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2014","2014","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2015","2015","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2016","2016","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2017","2017","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2018","2018","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2019","2019","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2020","2020","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6680","Aguas continentales","2021","2021","1000 ha","4","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1961","1961","1000 ha","26","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1961","1961","%","5.42","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1962","1962","1000 ha","26","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1962","1962","%","5.36","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1963","1963","1000 ha","26","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1963","1963","%","5.36","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1964","1964","1000 ha","26","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1964","1964","%","5.36","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1965","1965","1000 ha","26","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1965","1965","%","5.36","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1966","1966","1000 ha","26","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1966","1966","%","5.36","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1967","1967","1000 ha","26","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1967","1967","%","5.35","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1968","1968","1000 ha","26","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1968","1968","%","5.35","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1969","1969","1000 ha","26","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1969","1969","%","5.31","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1970","1970","1000 ha","26","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1970","1970","%","5.27","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1971","1971","1000 ha","26","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1971","1971","%","5.23","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1972","1972","1000 ha","26","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1972","1972","%","5.23","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1973","1973","1000 ha","26","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1973","1973","%","5.31","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1974","1974","1000 ha","31","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1974","1974","%","6.33","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1975","1975","1000 ha","36","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1975","1975","%","7.32","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1976","1976","1000 ha","41","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1976","1976","%","8.28","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1977","1977","1000 ha","46","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1977","1977","%","9.26","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1978","1978","1000 ha","51","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1978","1978","%","10.2","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1979","1979","1000 ha","56","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1979","1979","%","11.13","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1980","1980","1000 ha","61","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1980","1980","%","12.06","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1981","1981","1000 ha","66","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1981","1981","%","12.97","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1982","1982","1000 ha","74","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1982","1982","%","14.45","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1983","1983","1000 ha","74","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1983","1983","%","14.37","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1984","1984","1000 ha","74","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1984","1984","%","14.29","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1985","1985","1000 ha","74","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1985","1985","%","14.15","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1986","1986","1000 ha","74","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1986","1986","%","14.07","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1987","1987","1000 ha","75","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1987","1987","%","14.26","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1988","1988","1000 ha","75","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1988","1988","%","14.34","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1989","1989","1000 ha","76","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1989","1989","%","14.9","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1990","1990","1000 ha","77","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1990","1990","%","15.1","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1991","1991","1000 ha","78","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1991","1991","%","15.15","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1992","1992","1000 ha","79","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1992","1992","%","15.49","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1993","1993","1000 ha","83","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1993","1993","%","16.6","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1994","1994","1000 ha","85","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1994","1994","%","16.35","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1995","1995","1000 ha","92","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1995","1995","%","18.04","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1996","1996","1000 ha","96","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1996","1996","%","19.39","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1997","1997","1000 ha","103","X","Cifra de fuentes internacionales",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1997","1997","%","21.02","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1998","1998","1000 ha","103","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1998","1998","%","21.02","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","1999","1999","1000 ha","103","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7252","Proporción de tierras de cultivo","6690","Superficie de tierras equipada para riego","1999","1999","%","20.6","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6690","Superficie de tierras equipada para riego","2000","2000","1000 ha","103","I","Valor imputado",""
