Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1982","1982","1000 ha","512","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1982","1982","%","19.11","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1982","1982","%","10.03","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1982","1982","ha/persona","0.2007","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1983","1983","1000 ha","515","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1983","1983","%","19.2","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1983","1983","%","10.09","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1983","1983","ha/persona","0.1964","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1984","1984","1000 ha","518","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1984","1984","%","18.85","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1984","1984","%","10.14","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1984","1984","ha/persona","0.1921","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1985","1985","1000 ha","523","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1985","1985","%","19.51","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1985","1985","%","10.24","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1985","1985","ha/persona","0.1887","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1986","1986","1000 ha","526","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1986","1986","%","20.14","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1986","1986","%","10.3","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1986","1986","ha/persona","0.1847","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1987","1987","1000 ha","526","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1987","1987","%","20.72","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1987","1987","%","10.3","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1987","1987","ha/persona","0.1799","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1988","1988","1000 ha","523","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1988","1988","%","21.23","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1988","1988","%","10.24","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1988","1988","ha/persona","0.1742","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1989","1989","1000 ha","510","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1989","1989","%","21.45","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1989","1989","%","9.99","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1989","1989","ha/persona","0.1656","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1990","1990","1000 ha","510","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1990","1990","%","23.2","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1990","1990","%","9.99","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1990","1990","ha/persona","0.1615","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1991","1991","1000 ha","515","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1991","1991","%","23.37","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1991","1991","%","10.09","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1991","1991","ha/persona","0.159","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1992","1992","1000 ha","510","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1992","1992","%","23.61","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1992","1992","%","9.99","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1992","1992","ha/persona","0.1535","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1993","1993","1000 ha","500","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1993","1993","%","23.66","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1993","1993","%","9.79","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1993","1993","ha/persona","0.1468","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1994","1994","1000 ha","520","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1994","1994","%","24.82","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1994","1994","%","10.18","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1994","1994","ha/persona","0.149","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1995","1995","1000 ha","510","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1995","1995","%","24.9","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1995","1995","%","9.99","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1995","1995","ha/persona","0.1427","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1996","1996","1000 ha","495","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1996","1996","%","24.81","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1996","1996","%","9.69","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1996","1996","ha/persona","0.1354","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1997","1997","1000 ha","490","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1997","1997","%","25.09","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1997","1997","%","9.6","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1997","1997","ha/persona","0.131","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1998","1998","1000 ha","490","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1998","1998","%","25.59","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1998","1998","%","9.6","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1998","1998","ha/persona","0.1282","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","1999","1999","1000 ha","500","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","1999","1999","%","26.48","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","1999","1999","%","9.79","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","1999","1999","ha/persona","0.1282","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2000","2000","1000 ha","490","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2000","2000","%","26.63","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2000","2000","%","9.6","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2000","2000","ha/persona","0.1231","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2001","2001","1000 ha","490","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2001","2001","%","26.73","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2001","2001","%","9.6","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2001","2001","ha/persona","0.1209","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2002","2002","1000 ha","490","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2002","2002","%","26.83","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2002","2002","%","9.6","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2002","2002","ha/persona","0.1189","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2003","2003","1000 ha","500","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2003","2003","%","27.34","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2003","2003","%","9.79","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2003","2003","ha/persona","0.1194","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2004","2004","1000 ha","500","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2004","2004","%","27.44","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2004","2004","%","9.79","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2004","2004","ha/persona","0.1176","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2005","2005","1000 ha","490","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2005","2005","%","27.15","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2005","2005","%","9.6","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2005","2005","ha/persona","0.1135","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2006","2006","1000 ha","505","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2006","2006","%","27.82","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2006","2006","%","9.89","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2006","2006","ha/persona","0.1153","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2007","2007","1000 ha","500","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2007","2007","%","27.78","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2007","2007","%","9.79","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2007","2007","ha/persona","0.1126","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2008","2008","1000 ha","500","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2008","2008","%","27.89","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2008","2008","%","9.79","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2008","2008","ha/persona","0.1111","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2009","2009","1000 ha","530","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2009","2009","%","29.19","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2009","2009","%","10.38","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2009","2009","ha/persona","0.1161","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2010","2010","1000 ha","540","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2010","2010","%","29.69","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2010","2010","%","10.58","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2010","2010","ha/persona","0.1168","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2011","2011","1000 ha","547","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2011","2011","%","30.07","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2011","2011","%","10.71","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2011","2011","ha/persona","0.1169","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2012","2012","1000 ha","547","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2012","2012","%","30.19","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2012","2012","%","10.71","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2012","2012","ha/persona","0.1155","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2013","2013","1000 ha","551","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2013","2013","%","30.59","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2013","2013","%","10.79","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2013","2013","ha/persona","0.115","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2014","2014","1000 ha","551","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2014","2014","%","30.87","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2014","2014","%","10.79","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2014","2014","ha/persona","0.1137","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2015","2015","1000 ha","572.5","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2015","2015","%","31.96","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2015","2015","%","11.21","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2015","2015","ha/persona","0.117","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2016","2016","1000 ha","577","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2016","2016","%","32.47","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2016","2016","%","11.3","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2016","2016","ha/persona","0.1167","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2017","2017","1000 ha","581","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2017","2017","%","32.62","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2017","2017","%","11.38","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2017","2017","ha/persona","0.1163","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2018","2018","1000 ha","582.5","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2018","2018","%","32.68","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2018","2018","%","11.41","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2018","2018","ha/persona","0.1156","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2019","2019","1000 ha","576","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2019","2019","%","32.43","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2019","2019","%","11.28","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2019","2019","ha/persona","0.1133","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2020","2020","1000 ha","586","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2020","2020","%","32.81","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2020","2020","%","11.48","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2020","2020","ha/persona","0.1144","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6620","Tierras de cultivo","2021","2021","1000 ha","611","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6620","Tierras de cultivo","2021","2021","%","33.74","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6620","Tierras de cultivo","2021","2021","%","11.97","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","7277","Superficie per cápita","6620","Tierras de cultivo","2021","2021","ha/persona","0.1185","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1961","1961","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1961","1961","%","20.43","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1962","1962","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1962","1962","%","20.21","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1963","1963","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1963","1963","%","20.07","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1964","1964","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1964","1964","%","19.19","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1965","1965","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1965","1965","%","18.33","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1966","1966","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1966","1966","%","17.43","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1967","1967","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1967","1967","%","17.42","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1968","1968","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1968","1968","%","16.61","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1969","1969","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1969","1969","%","15.92","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1970","1970","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1970","1970","%","15.36","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1971","1971","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1971","1971","%","15.1","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1972","1972","1000 ha","285","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1972","1972","%","15.1","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1973","1973","1000 ha","283","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1973","1973","%","13.82","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1974","1974","1000 ha","283","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1974","1974","%","13.82","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1975","1975","1000 ha","283","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1975","1975","%","13.34","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6621","Tierras arables","1976","1976","1000 ha","283","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7208","Proporción de tierras agrícolas","6621","Tierras arables","1976","1976","%","12.83","E","Valor estimado",""
