Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código Meses,Meses,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","6078","Desviación estándar","7005","Mayo","2016","2016","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","6078","Desviación estándar","7005","Mayo","2017","2017","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","6078","Desviación estándar","7005","Mayo","2018","2018","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","6078","Desviación estándar","7005","Mayo","2019","2019","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","6078","Desviación estándar","7005","Mayo","2020","2020","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","6078","Desviación estándar","7005","Mayo","2021","2021","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","6078","Desviación estándar","7005","Mayo","2022","2022","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","6078","Desviación estándar","7005","Mayo","2023","2023","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1961","1961","°C","-0.047","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1962","1962","°C","-0.935","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1963","1963","°C","-0.124","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1964","1964","°C","-1.013","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1965","1965","°C","0.698","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1966","1966","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1967","1967","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1968","1968","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1969","1969","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1970","1970","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1971","1971","°C","-0.342","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1972","1972","°C","0.458","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1973","1973","°C","-0.136","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1974","1974","°C","-0.028","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1975","1975","°C","-0.214","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1976","1976","°C","0.456","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1977","1977","°C","0.152","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1978","1978","°C","0.047","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1979","1979","°C","-0.104","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1980","1980","°C","1.118","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1981","1981","°C","0.119","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1982","1982","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1983","1983","°C","1.322","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1984","1984","°C","0.405","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1985","1985","°C","0.624","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1986","1986","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1987","1987","°C","1.527","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1988","1988","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1989","1989","°C","0.329","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1990","1990","°C","1.482","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1991","1991","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1992","1992","°C","1.294","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1993","1993","°C","0.856","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1994","1994","°C","0.813","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1995","1995","°C","1.245","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1996","1996","°C","0.298","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1997","1997","°C","0.741","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1998","1998","°C","2.384","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","1999","1999","°C","0.3","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2000","2000","°C","0.435","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2001","2001","°C","1.604","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2002","2002","°C","1.605","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2003","2003","°C","0.806","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2004","2004","°C","1.908","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2005","2005","°C","0.859","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2006","2006","°C","1.46","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2007","2007","°C","1.161","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2008","2008","°C","0.862","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2009","2009","°C","1.164","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2010","2010","°C","0.965","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2011","2011","°C","1.265","E","Valor estimado"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2012","2012","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2013","2013","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2014","2014","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2015","2015","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2016","2016","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2017","2017","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2018","2018","°C","","O","Valor ausente"
"ET","Variación de temperatura de la superficie terrestre","188","Costa Rica","7271","Variación de temperatura","7006","Junio","2019","2019","°C","","O","Valor ausente"
