Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01929.07","Abaca, cañamo de manila en bruto","2015","2015","toneladas","1231.49","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01929.07","Abaca, cañamo de manila en bruto","2016","2016","ha","1076","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01929.07","Abaca, cañamo de manila en bruto","2016","2016","100 g/ha","11542","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01929.07","Abaca, cañamo de manila en bruto","2016","2016","toneladas","1242.02","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01929.07","Abaca, cañamo de manila en bruto","2017","2017","ha","1081","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01929.07","Abaca, cañamo de manila en bruto","2017","2017","100 g/ha","11570","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01929.07","Abaca, cañamo de manila en bruto","2017","2017","toneladas","1250.2","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01929.07","Abaca, cañamo de manila en bruto","2018","2018","ha","1080","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01929.07","Abaca, cañamo de manila en bruto","2018","2018","100 g/ha","11604","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01929.07","Abaca, cañamo de manila en bruto","2018","2018","toneladas","1253.12","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01929.07","Abaca, cañamo de manila en bruto","2019","2019","ha","1073","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01929.07","Abaca, cañamo de manila en bruto","2019","2019","100 g/ha","11635","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01929.07","Abaca, cañamo de manila en bruto","2019","2019","toneladas","1248.15","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01929.07","Abaca, cañamo de manila en bruto","2020","2020","ha","1074","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01929.07","Abaca, cañamo de manila en bruto","2020","2020","100 g/ha","11605","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01929.07","Abaca, cañamo de manila en bruto","2020","2020","toneladas","1246.36","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01929.07","Abaca, cañamo de manila en bruto","2021","2021","ha","1072","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01929.07","Abaca, cañamo de manila en bruto","2021","2021","100 g/ha","11625","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01929.07","Abaca, cañamo de manila en bruto","2021","2021","toneladas","1246.49","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01929.07","Abaca, cañamo de manila en bruto","2022","2022","ha","1071","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01929.07","Abaca, cañamo de manila en bruto","2022","2022","100 g/ha","11644","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01929.07","Abaca, cañamo de manila en bruto","2022","2022","toneladas","1246.63","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1961","1961","No.","28000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1962","1962","No.","28000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1963","1963","No.","28000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1964","1964","No.","28000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1965","1965","No.","28000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1966","1966","No.","28000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1967","1967","No.","28000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1968","1968","No.","25000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1969","1969","No.","23000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1970","1970","No.","20000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1971","1971","No.","15000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1972","1972","No.","20000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1973","1973","No.","30000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1974","1974","No.","40000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1975","1975","No.","46000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1976","1976","No.","46000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1977","1977","No.","52000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1978","1978","No.","52000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1979","1979","No.","52000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1980","1980","No.","50000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1981","1981","No.","50000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1982","1982","No.","50000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1983","1983","No.","50000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1984","1984","No.","45731","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1985","1985","No.","50000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1986","1986","No.","31146","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1987","1987","No.","31146","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1988","1988","No.","31146","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1989","1989","No.","33000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1990","1990","No.","33000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1991","1991","No.","34000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1992","1992","No.","35000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1993","1993","No.","36000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1994","1994","No.","37000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1995","1995","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1996","1996","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1997","1997","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1998","1998","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","1999","1999","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2000","2000","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2001","2001","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2002","2002","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2003","2003","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2004","2004","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2005","2005","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2006","2006","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2007","2007","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2008","2008","No.","38000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2009","2009","No.","38100","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2010","2010","No.","40894","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2011","2011","No.","44193","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2012","2012","No.","43270","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2013","2013","No.","45372","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2014","2014","No.","45904","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2015","2015","No.","37910","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2016","2016","No.","37910","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2017","2017","No.","37910","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2018","2018","No.","39376","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2019","2019","No.","39376","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2020","2020","No.","40051","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2021","2021","No.","40442","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5114","Existencias","02196","Abejas","2022","2022","No.","41027","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","21691.07","Aceite de sésamo","1961","1961","toneladas","46.48","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","21691.07","Aceite de sésamo","1962","1962","toneladas","29.52","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","21691.07","Aceite de sésamo","1963","1963","toneladas","37.04","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","21691.07","Aceite de sésamo","1964","1964","toneladas","37.04","I","Valor imputado",""
